熱,3
やつ,7
グラブル,5
全体,3
顔,4
さん,7
星,4
ヤバい,3
時間,8
前,4
私,16
3,6
時,7
大丈夫,3
め,4
マジで,5
感情,3
めちゃくちゃ,6
適当,3
みんな,4
今,7
感じ,7
方,5
問題,5
これ,12
微妙,5
アレ,3
最強,4
なごや,3
それ,6
目,3
何,8
絶対,4
後,3
貝,3
ん,40
闇,4
わからん,3
アビ,3
体,3
2,6
グ,4
1,7
そう,6
好き,12
の,28
Twitter,5
お前,4
カス,3
卒研,5
こと,12
金,3
こっち,3
よろしくお願いします,5
完全,3
弟,3
数,4
時点,3
気,7
水,3
感謝,4
無理,3
？？？,3
自分,3
るか,3
チェンソーマン,3
人,4
ツイート,3
涙,3
明日,3
T,4
節,3
勝ち,3
みたい,4
例,3
オタク,4
スライド,4
手,3
