ん,8
ず,2
で,5
た,84
なかっ,2
ませ,4
無い,2
です,29
じゃん,5
なく,6
やん,2
でしょ,2
たら,15
まし,9
なら,4
だっ,4
う,7
っす,2
なき,2
ます,43
な,35
たく,3
たい,4
や,3
だ,51
だろ,2
ない,30
ござい,8
つ,3
ましょ,2
