取る,2
ある,6
飲む,2
踏め,2
刺さる,2
買っ,3
死ぬ,2
すぎる,7
やら,3
せ,4
しまう,4
来,4
っ,28
行く,3
て,23
すぎ,4
悩ん,2
気づい,9
とく,2
終わっ,3
でる,6
み,6
入っ,2
なり,2
しまっ,6
できる,3
き,10
読む,4
言っ,6
ください,2
分かり,2
くる,2
ちゃう,2
なる,10
いけ,2
分から,2
急い,2
くれ,2
つい,5
死ん,3
思っ,9
てる,31
見る,8
泣い,2
とる,2
考え,2
やめ,6
する,7
てん,3
なっ,20
れる,2
降っ,2
られ,2
落ち,2
忘れ,5
やっ,5
い,7
れ,6
やろ,2
助け,3
戻っ,2
思う,4
飛ん,2
行き,4
見,4
づけ,2
吹き出し,2
投げる,2
なれる,2
し,41
さ,5
起き,2
消え,4
いる,4
なくなっ,3
書い,3
間違え,3
やる,2
あり,7
頑張っ,2
寝,7
言わ,2
帰っ,3
持っ,4
引い,2
探し,2
読み,2
やり,2
取り出し,2
入る,3
